"Sr.","Stock Name","Symbol","Links","% Chg","Price","Volume"
"259","Nippon India ETF Bank Bees","BANKBEES","P&F | F.A","0.06%","528.99","12,29,790"
"574","Indian Railway Finance Corporation Ltd","IRFC","P&F | F.A","0.06%","124.42","2,24,00,674"
"719","ICICI Prudential Nifty Bank ETF","BANKIETF","P&F | F.A","0.06%","52.5","51,50,576"
"836","Rushil Decor Limited","RUSHIL","P&F | F.A","0.05%","21.04","17,67,025"
"14","Eicher Motors Limited","EICHERMOT","P&F | F.A","0.04%","5347.7","2,86,609"
"462","Karur Vysya Bank Limited","KARURVYSYA","P&F | F.A","0.04%","209.24","18,73,603"
"554","Jai Balaji Industries Limited","JAIBALAJI","P&F | F.A","0.04%","137.9","6,52,041"
"586","Dhampur Sugar Mills Limited","DHAMPURSUG","P&F | F.A","0.04%","119.76","4,42,138"
"124","Max Financial Services Limited","MFSL","P&F | F.A","0.03%","1147.7","4,62,831"
"301","Chemplast Sanmar Ltd","CHEMPLASTS","P&F | F.A","0.03%","435.05","3,79,930"
"608","Kellton Tech Solutions Limited","KELLTONTEC","P&F | F.A","0.03%","107.02","8,39,151"
"5","Coforge (Niit Tech)","COFORGE","P&F | F.A","0.02%","8109.2","5,03,633"
"749","Reliance Power Limited","RPOWER","P&F | F.A","0.02%","42.98","8,49,43,588"
"120","Olectra Greentech Ltd","OLECTRA","P&F | F.A","0%","1167.5","7,58,271"
"142","Nippon India ETF Liquid BeES","LIQUIDBEES","P&F | F.A","0%","1000","38,96,815"
"143","Mirae Asset Nifty 1D Rate Liquid ETF","LIQUID","P&F | F.A","0%","999.99","4,46,549"
"144","ICICI Prudential S&P BSE Liquid Rate ETF","LIQUIDIETF","P&F | F.A","0%","999.99","7,31,638"
"412","Aditya Birla Fashion And Retail Limited","ABFRL","P&F | F.A","0%","256.27","25,04,284"
"899","Axita Cotton Ltd","AXITA","P&F | F.A","0%","10","23,48,276"
"913","Nila Infrastructures Limited","NILAINFRA","P&F | F.A","0%","8.97","12,43,918"
"963","Vikas Lifecare Ltd","VIKASLIFE","P&F | F.A","0%","2.68","1,35,23,120"
"973","Sundaram Multi Pap Limited","SUNDARAM","P&F | F.A","0%","1.99","14,74,556"
"319","Bls International Services Limited","BLS","P&F | F.A","-0.01%","398.65","20,75,489"
"107","Astral Poly Technik Limited","ASTRAL","P&F | F.A","-0.02%","1294.25","5,71,535"
"109","Bharat Dynamics Ltd","BDL","P&F | F.A","-0.02%","1281.4","12,28,015"
"484","Gujarat Industries Power Company Limited","GIPCL","P&F | F.A","-0.02%","180.41","5,61,994"
"688","ICICI Prudential Nifty Next 50 ETF","NEXT50IETF","P&F | F.A","-0.02%","65.96","18,67,597"
"190","Supriya Lifescience Ltd","SUPRIYA","P&F | F.A","-0.03%","734.15","1,80,922"
"437","Manappuram Finance Limited","MANAPPURAM","P&F | F.A","-0.03%","232.75","70,40,336"
"406","NIFTYIETF","NIFTYIETF","P&F | F.A","-0.04%","262.3","6,46,575"
"394","The India Cements Limited","INDIACEM","P&F | F.A","-0.05%","277","4,01,362"
"840","ICICI Prudential Nifty Midcap 150 ETF","MIDCAPIETF","P&F | F.A","-0.05%","19.6","6,88,987"
"235","Jindal Stainless Limited","JSL","P&F | F.A","-0.06%","581.6","12,56,369"
"108","Lloyds Metals & Energy Ltd","LLOYDSME","P&F | F.A","-0.07%","1287.25","4,00,297"
"68","ICICI Lombard General Insurance Company Ltd","ICICIGI","P&F | F.A","-0.08%","1792.85","7,91,304"
"170","Shyam Metalics & Energy Ltd","SHYAMMETL","P&F | F.A","-0.08%","853.3","6,75,770"
"480","Aditya Birla Capital Ltd","ABCAPITAL","P&F | F.A","-0.08%","185.07","29,19,014"
"488","Finolex Industries Limited","FINPIPE","P&F | F.A","-0.08%","179.93","12,66,755"
"193","Five-Star Business Finance Ltd","FIVESTAR","P&F | F.A","-0.09%","723.95","3,30,036"
"895","ICICI Prudential Nifty Oil & Gas ETF","OILIETF","P&F | F.A","-0.09%","10.63","22,31,886"
"166","Adani Energy Solutions Ltd","ADANIENSOL","P&F | F.A","-0.1%","872","37,27,492"
"182","State Bank Of India","SBIN","P&F | F.A","-0.1%","771.5","76,28,185"
"655","Omaxe Limited","OMAXE","P&F | F.A","-0.1%","78.2","3,00,106"
"148","Shakti Pumps (india) Limited","SHAKTIPUMP","P&F | F.A","-0.11%","980.6","4,13,173"
"207","Astra Microwave Products Limited","ASTRAMICRO","P&F | F.A","-0.11%","672.35","2,29,414"
"914","Il&fs Investment Managers Limited","IVC","P&F | F.A","-0.11%","8.9","3,53,627"
"682","Arihant Capital Markets Ltd","ARIHANTCAP","P&F | F.A","-0.12%","68.55","3,41,925"
"363","Repco Home Finance Limited","REPCOHOME","P&F | F.A","-0.13%","335.1","2,93,277"
"471","Nippon India ETF Nifty Midcap 150","MID150BEES","P&F | F.A","-0.14%","197.3","5,11,707"
"867","ICICI Prudential NV20 ETF","NV20IETF","P&F | F.A","-0.14%","14.13","5,65,393"
"59","AAVAS Financiers Ltd","AAVAS","P&F | F.A","-0.15%","2084.05","3,26,482"
"399","Sula Vineyards Ltd","SULA","P&F | F.A","-0.15%","269.35","7,13,839"
"529","HDFC Nifty Small Cap 250 ETF","HDFCSML250","P&F | F.A","-0.15%","152.07","7,62,438"
"588","Gpt Infraprojects Limited","GPTINFRA","P&F | F.A","-0.15%","119.46","5,22,720"
"31","Torrent Pharmaceuticals Limited","TORNTPHARM","P&F | F.A","-0.16%","3227.95","2,71,746"
"265","Saregama India Limited","SAREGAMA","P&F | F.A","-0.16%","511.65","2,25,454"
"711","Motilal Oswal Midcap 100 ETF","MOM100","P&F | F.A","-0.16%","55.53","7,69,225"
"49","Colgate Palmolive (india) Limited","COLPAL","P&F | F.A","-0.19%","2389.8","7,13,552"
"381","Petronet Lng Limited","PETRONET","P&F | F.A","-0.19%","293.6","19,58,190"
"894","Angel One Nifty Total Market ETF","AONETOTAL","P&F | F.A","-0.19%","10.74","2,11,594"
"266","MSTC Ltd","MSTCLTD","P&F | F.A","-0.2%","509.9","3,29,989"
"405","NIFTYBEES","NIFTYBEES","P&F | F.A","-0.2%","263.21","86,41,606"
"776","Kcp Sugar And Industries Corporation Limited","KCPSUGIND","P&F | F.A","-0.2%","34.3","1,79,747"
"422","SBI ETF Nifty 50","SETFNIF50","P&F | F.A","-0.21%","248.81","4,65,331"
"53","Angel One Ltd","ANGELONE","P&F | F.A","-0.22%","2313.2","11,20,190"
"174","Life Insurance Corporation of India","LICI","P&F | F.A","-0.22%","799.4","17,86,482"
"802","Aditya Birla Sun Life Nifty 50 ETF","BSLNIFTY","P&F | F.A","-0.22%","27.08","1,86,829"
"909","Mirae Asset Nifty Metal ETF","METAL","P&F | F.A","-0.22%","9.1","2,89,867"
"350","Crompton Greaves Consumer Electricals Limited","CROMPTON","P&F | F.A","-0.23%","353.95","16,94,266"
"413","DDev Plastiks Industries Ltd","DDEVPLSTIK","P&F | F.A","-0.23%","255.85","1,90,995"
"639","CPSE ETF*","CPSEETF","P&F | F.A","-0.23%","87.07","20,91,302"
"718","HDFC Nifty Banking ETF","HDFCNIFBAN","P&F | F.A","-0.23%","52.57","3,21,311"
"20","Interglobe Aviation Limited","INDIGO","P&F | F.A","-0.24%","5115.35","9,51,945"
"111","Reliance Industries Limited","RELIANCE","P&F | F.A","-0.24%","1275.1","1,81,47,129"
"168","Welspun Corp Limited","WELCORP","P&F | F.A","-0.24%","869.8","5,70,447"
"596","Equinox India Developments Ltd","EMBDL","P&F | F.A","-0.24%","115.86","79,83,722"
"951","Rajnandini Metal Ltd","RAJMET","P&F | F.A","-0.24%","4.13","20,28,782"
"35","Srf Limited","SRF","P&F | F.A","-0.25%","2939.15","2,99,741"
"609","Bharat 22 ETF","ICICIB22","P&F | F.A","-0.25%","104.37","3,17,859"
"258","BANKNIFTY1","BANKNIFTY1","P&F | F.A","-0.26%","530.72","4,97,179"
"403","Gujarat Mineral Development Corporation Limited","GMDCLTD","P&F | F.A","-0.26%","265.22","12,22,874"
"428","Redington (india) Limited","REDINGTON","P&F | F.A","-0.26%","242.95","24,52,078"
"433","Dam Capital Advisors Ltd","DAMCAPITAL","P&F | F.A","-0.26%","235.08","17,12,233"
"30","Larsen & Toubro Limited","LT","P&F | F.A","-0.27%","3492.3","13,48,143"
"811","ICICI Prudential Nifty Alpha Low Volatility 30 ETF","ALPL30IETF","P&F | F.A","-0.27%","25.76","30,28,932"
"891","Hardwyn India Ltd","HARDWYN","P&F | F.A","-0.27%","11.26","4,76,497"
"665","GMR Airports Ltd","GMRAIRPORT","P&F | F.A","-0.28%","75.73","2,97,33,998"
"43","Grasim Industries Limited","GRASIM","P&F | F.A","-0.29%","2611.15","4,35,022"
"626","Punjab National Bank","PNB","P&F | F.A","-0.29%","96.13","2,17,12,434"
"900","Zerodha Nifty 100 ETF","TOP100CASE","P&F | F.A","-0.3%","9.93","4,72,509"
"272","Berger Paints (i) Limited","BERGEPAINT","P&F | F.A","-0.31%","500.2","5,87,958"
"418","NIFTYETF","NIFTYETF","P&F | F.A","-0.31%","251.59","1,79,149"
"121","Aurobindo Pharma Limited","AUROPHARMA","P&F | F.A","-0.32%","1160.5","6,91,447"
"420","Sterling & Wilson Renewable Energy Ltd","SWSOLAR","P&F | F.A","-0.32%","250.35","40,68,161"
"774","Groww Nifty India Railways PSU ETF","GROWWRAIL","P&F | F.A","-0.32%","34.47","3,30,458"
"366","Jyothy Laboratories Limited","JYOTHYLAB","P&F | F.A","-0.33%","328.7","4,16,607"
"431","Tilaknagar Industries Limited","TI","P&F | F.A","-0.33%","236.75","7,31,161"
"78","Oberoi Realty Limited","OBEROIRLTY","P&F | F.A","-0.34%","1637.4","5,54,131"
"425","Nlc India Limited","NLCINDIA","P&F | F.A","-0.34%","244.67","17,93,666"
"672","Geojit Financial Services","GEOJITFSL","P&F | F.A","-0.35%","71.65","8,30,229"
"469","Housing and Urban Development Corporation","HUDCO","P&F | F.A","-0.36%","199.45","87,26,435"
"593","Nippon India ETF Nifty India Consumption","CONSUMBEES","P&F | F.A","-0.36%","118.16","1,58,159"
"89","Apl Apollo Tubes Limited","APLAPOLLO","P&F | F.A","-0.38%","1525.25","6,03,546"
"177","The Indian Hotels Company Limited","INDHOTEL","P&F | F.A","-0.38%","787.55","33,91,846"
"285","Kalyan Jewellers India Ltd","KALYANKJIL","P&F | F.A","-0.38%","467.25","53,18,930"
"557","Welspun Living Ltd","WELSPUNLIV","P&F | F.A","-0.38%","135.12","23,53,742"
"505","Northern ARC Capital Ltd","NORTHARC","P&F | F.A","-0.39%","167.52","7,50,560"
"838","ICICI Prudential Nifty 100 Low Volatility 30 ETF","LOWVOLIETF","P&F | F.A","-0.39%","20.54","87,32,681"
"98","Tech Mahindra Limited","TECHM","P&F | F.A","-0.4%","1418.25","16,42,693"
"160","Jindal Steel & Power Limited","JINDALSTEL","P&F | F.A","-0.41%","912.3","15,50,743"
"777","TransIndia Real Estate Ltd","TREL","P&F | F.A","-0.41%","34.17","4,48,447"
"885","HLV Ltd","HLVLTD","P&F | F.A","-0.41%","12.02","18,36,348"
"132","Jyoti CNC Automation Ltd","JYOTICNC","P&F | F.A","-0.43%","1058.55","3,30,468"
"697","Rico Auto Industries Limited","RICOAUTO","P&F | F.A","-0.45%","60.37","9,01,654"
"704","Motilal Oswal Nifty 200 Momentum 30 ETF","MOMOMENTUM","P&F | F.A","-0.45%","57.21","4,68,474"
"8","Info Edge (india) Limited","NAUKRI","P&F | F.A","-0.46%","7181.4","4,77,210"
"305","Apollo Tyres Limited","APOLLOTYRE","P&F | F.A","-0.46%","426.05","14,45,931"
"348","Star Health & Allied Insurance Company Ltd","STARHEALTH","P&F | F.A","-0.46%","356.65","14,63,820"
"605","Global Surfaces Ltd","GSLSU","P&F | F.A","-0.46%","107.81","1,68,262"
"533","Devyani International Ltd","DEVYANI","P&F | F.A","-0.47%","149.14","13,46,577"
"934","Sarveshwar Foods Ltd","SARVESHWAR","P&F | F.A","-0.47%","6.35","32,24,513"
"102","United Spirits Ltd","UNITDSPR","P&F | F.A","-0.48%","1401.3","9,59,532"
"162","Zydus Lifesciences Ltd","ZYDUSLIFE","P&F | F.A","-0.49%","886.4","12,44,840"
"559","Thomas Cook  (india)  Limited","THOMASCOOK","P&F | F.A","-0.49%","134.71","12,72,100"
"886","Hcl Infosystems Limited","HCL-INSYS","P&F | F.A","-0.5%","11.99","4,46,729"
"690","Spencers Retail Ltd","SPENCERS","P&F | F.A","-0.51%","64.17","3,45,694"
"385","Go Digit General Insurance Ltd","GODIGIT","P&F | F.A","-0.52%","289.3","4,06,200"
"610","Vishal Mega Mart Ltd","VMM","P&F | F.A","-0.52%","104.24","1,29,82,147"
"843","HDFC Nifty Midcap 150 ETF","HDFCMID150","P&F | F.A","-0.52%","19.24","4,00,387"
"954","Davangere Sugar Company Ltd","DAVANGERE","P&F | F.A","-0.52%","3.8","1,13,13,317"
"233","Ajax Engineering Ltd","AJAXENGG","P&F | F.A","-0.53%","593.8","1,65,650"
"824","Allcargo Terminals Ltd","ATL","P&F | F.A","-0.53%","22.36","11,30,402"
"294","Pricol Ltd.","PRICOLLTD","P&F | F.A","-0.55%","451.45","3,50,336"
"795","HDFC Nifty 200 Momentum 30 ETF","HDFCMOMENT","P&F | F.A","-0.56%","28.26","4,40,139"
"147","Piramal Enterprises Limited","PEL","P&F | F.A","-0.57%","987.85","4,93,462"
"695","Iol Chemicals And Pharmaceuticals Limited","IOLCP","P&F | F.A","-0.57%","61.15","15,68,413"
"651","Pnb Gilts Limited","PNBGILTS","P&F | F.A","-0.59%","80.49","5,07,135"
"677","Nippon India ETF PSU Bank Bees","PSUBNKBEES","P&F | F.A","-0.59%","69.44","19,00,140"
"792","ICICI Prudential Nifty 200 Momentum 30 ETF","MOM30IETF","P&F | F.A","-0.59%","28.54","17,86,970"
"887","Orient Green Power Company Limited","GREENPOWER","P&F | F.A","-0.59%","11.75","95,59,464"
"37","Pidilite Industries Limited","PIDILITIND","P&F | F.A","-0.6%","2849.3","2,40,291"
"75","Garden Reach Shipbuilders & Engineers Ltd","GRSE","P&F | F.A","-0.6%","1685.7","8,07,872"
"707","Suzlon Energy Limited","SUZLON","P&F | F.A","-0.61%","56.66","4,33,76,048"
"878","Hathway Cable & Datacom Limited","HATHWAY","P&F | F.A","-0.61%","13","51,85,239"
"208","Nippon India ETF Junior BeES","JUNIORBEES","P&F | F.A","-0.62%","672.08","4,09,090"
"694","Meghmani Organics Ltd","MOL","P&F | F.A","-0.62%","61.39","15,80,017"
"825","Mirae Asset Nifty 200 Alpha 30 ETF","ALPHAETF","P&F | F.A","-0.62%","22.33","15,74,027"
"921","Gtl Limited","GTL","P&F | F.A","-0.62%","8.08","6,99,187"
"606","Bank Of India","BANKINDIA","P&F | F.A","-0.63%","107.12","99,18,716"
"599","GMR Power & Urban Infra Ltd","GMRP&UI","P&F | F.A","-0.64%","114.33","22,25,832"
"781","Mukka Proteins Ltd","MUKKA","P&F | F.A","-0.64%","32.66","7,50,829"
"4","Bajaj Finance Limited","BAJFINANCE","P&F | F.A","-0.65%","8945.6","9,77,099"
"278","Heg Limited","HEG","P&F | F.A","-0.65%","482.85","16,21,799"
"336","Jupiter Wagons Ltd","JWL","P&F | F.A","-0.65%","369.25","35,45,855"
"515","Indian Renewable Energy Development Agency Ltd","IREDA","P&F | F.A","-0.66%","160.59","1,74,84,881"
"187","Godrej Agrovet Ltd","GODREJAGRO","P&F | F.A","-0.67%","753.7","2,66,432"
"632","Jai Corp Limited","JAICORPLTD","P&F | F.A","-0.67%","89.85","10,10,566"
"833","Nippon India NIFTY Pharma ETF Growth Plan","PHARMABEES","P&F | F.A","-0.69%","21.53","24,56,985"
"230","Laurus Labs Limited","LAURUSLABS","P&F | F.A","-0.7%","613.4","15,28,487"
"564","Motherson Sumi Systems Limited","MOTHERSON","P&F | F.A","-0.72%","130.96","1,91,46,167"
"570","Tamil Nadu Newsprint & Papers Limited","TNPL","P&F | F.A","-0.72%","126.29","8,58,997"
"637","Sanstar Ltd","SANSTAR","P&F | F.A","-0.72%","87.36","6,73,019"
"17","Siemens Limited","SIEMENS","P&F | F.A","-0.73%","5275.35","7,05,476"
"634","Canara Bank","CANBK","P&F | F.A","-0.73%","89","3,01,88,247"
"238","Gujarat Alkalies And Chemicals Limited","GUJALKALI","P&F | F.A","-0.74%","579.2","78,123"
"524","Indo Farm Equipment Ltd","INDOFARM","P&F | F.A","-0.74%","154.82","1,95,700"
"448","Marksans Pharma Limited","MARKSANS","P&F | F.A","-0.75%","222.47","7,53,113"
"497","Nocil Limited","NOCIL","P&F | F.A","-0.75%","175.01","4,98,991"
"526","Tata Steel Limited","TATASTEEL","P&F | F.A","-0.76%","154.24","2,45,89,315"
"548","Le Travenues Technology Ltd","IXIGO","P&F | F.A","-0.76%","141.6","10,68,052"
"90","Cholamandalam Investment And Finance Company Limited","CHOLAFIN","P&F | F.A","-0.77%","1519.95","9,75,450"
"842","Mirae Asset Nifty Midcap 150 ETF","MIDCAPETF","P&F | F.A","-0.77%","19.26","13,37,113"
"926","Steel Exchange India Ltd","STEELXIND","P&F | F.A","-0.77%","7.71","43,08,620"
"3","Ultratech Cement Limited","ULTRACEMCO","P&F | F.A","-0.78%","11509.55","2,80,960"
"547","Oriental Hotels Limited","ORIENTHOT","P&F | F.A","-0.78%","142.97","2,44,108"
"33","Titan Company Limited","TITAN","P&F | F.A","-0.79%","3063.35","7,78,417"
"352","Rail Vikas Nigam Ltd","RVNL","P&F | F.A","-0.79%","351.85","71,34,693"
"391","Updater Services Ltd","UDS","P&F | F.A","-0.8%","278.55","2,35,819"
"775","Ujjivan Small Finance Bank Ltd","UJJIVANSFB","P&F | F.A","-0.81%","34.41","1,82,90,731"
"856","ICICI Prudential S&P BSE Midcap Select ETF","MIDSELIETF","P&F | F.A","-0.81%","16","2,26,591"
"917","Vardhman Polytex Limited","VARDMNPOLY","P&F | F.A","-0.81%","8.61","14,99,289"
"254","Ambuja Cements Limited","AMBUJACEM","P&F | F.A","-0.82%","538.35","15,57,007"
"276","Granules India Limited","GRANULES","P&F | F.A","-0.83%","486.35","4,63,886"
"373","Nuvoco Vistas Corporation Ltd","NUVOCO","P&F | F.A","-0.84%","307.8","3,47,805"
"150","Kalpataru Projects International Ltd","KPIL","P&F | F.A","-0.85%","974.5","5,21,419"
"347","Ntpc Limited","NTPC","P&F | F.A","-0.85%","357.6","1,13,27,077"
"756","Sonam Ltd","SONAMLTD","P&F | F.A","-0.85%","40.79","3,69,618"
"815","ESAF Small Finance Bank Ltd","ESAFSFB","P&F | F.A","-0.85%","24.59","22,72,986"
"386","Kamat Hotels (i) Limited","KAMATHOTEL","P&F | F.A","-0.86%","287.1","4,38,825"
"583","Servotech Power Systems Ltd","SERVOTECH","P&F | F.A","-0.86%","122.46","6,16,990"
"630","Sjvn Limited","SJVN","P&F | F.A","-0.86%","91.59","1,17,24,143"
"804","Groww Nifty EV & New Age Automotive ETF","GROWWEV","P&F | F.A","-0.86%","26.66","3,84,733"
"650","Sat Industries Ltd","SATINDLTD","P&F | F.A","-0.87%","80.65","8,58,808"
"910","ICICI Prudential Nifty Metal ETF","METALIETF","P&F | F.A","-0.87%","9.08","18,98,032"
"587","Mirae Asset NYSE FANG+ ETF","MAFANG","P&F | F.A","-0.88%","119.49","5,73,584"
"181","Ramkrishna Forgings Limited","RKFORGE","P&F | F.A","-0.9%","773.3","3,75,090"
"297","Laxmi Dental Ltd","LAXMIDENTL","P&F | F.A","-0.92%","445.15","4,96,978"
"600","Suven Life Sciences Limited","SUVEN","P&F | F.A","-0.93%","113.67","3,97,332"
"772","Sigachi Industries Ltd","SIGACHI","P&F | F.A","-0.93%","35.19","15,62,576"
"786","Jayaswal Neco Industries Limited","JAYNECOIND","P&F | F.A","-0.93%","29.94","5,25,173"
"398","Jindal Saw Limited","JINDALSAW","P&F | F.A","-0.94%","270.09","9,07,197"
"226","Kiri Industries Limited","KIRIINDUS","P&F | F.A","-0.95%","623.3","10,34,104"
"780","NMDC Steel Ltd","NSLNISP","P&F | F.A","-0.95%","33.36","82,00,823"
"369","JSW Infrastructure Ltd","JSWINFRA","P&F | F.A","-0.96%","319.8","16,10,890"
"534","BLS E-Services Ltd","BLSE","P&F | F.A","-0.96%","149.06","3,00,062"
"304","Rural Electrification Corporation Limited","RECLTD","P&F | F.A","-0.97%","429.2","47,44,923"
"243","Lic Housing Finance Limited","LICHSGFIN","P&F | F.A","-0.99%","563.85","9,95,411"
"582","Apollo Micro Systems Ltd","APOLLO","P&F | F.A","-0.99%","122.72","87,07,808"
"646","Nbcc (india) Limited","NBCC","P&F | F.A","-0.99%","81.89","1,35,60,542"
"733","Bank Of Maharashtra","MAHABANK","P&F | F.A","-1%","46.34","1,08,23,721"
"741","Kotak Nifty Alpha 50 ETF","ALPHA","P&F | F.A","-1%","44.35","23,83,797"
"768","BCL Industries Ltd","BCLIND","P&F | F.A","-1%","35.74","17,63,879"
"91","Torrent Power Limited","TORNTPOWER","P&F | F.A","-1.01%","1486.85","4,61,042"
"519","Bajaj Consumer Care Ltd","BAJAJCON","P&F | F.A","-1.01%","157.25","5,39,379"
"83","Tata Communications Limited","TATACOMM","P&F | F.A","-1.03%","1578.2","4,44,943"
"496","Kopran Limited","KOPRAN","P&F | F.A","-1.03%","175.22","2,10,174"
"508","Shipping Corporation Of India Limited","SCI","P&F | F.A","-1.03%","165.28","55,74,161"
"594","Bliss Gvs Pharma Limited","BLISSGVS","P&F | F.A","-1.03%","117.78","3,76,475"
"77","The Phoenix Mills Limited","PHOENIXLTD","P&F | F.A","-1.05%","1643.3","4,79,237"
"205","Tata Technologies Ltd","TATATECH","P&F | F.A","-1.06%","679.9","21,85,464"
"442","Bank Of Baroda","BANKBARODA","P&F | F.A","-1.06%","228.53","1,22,75,939"
"286","Ion Exchange (India) Ltd","IONEXCHANG","P&F | F.A","-1.07%","467.15","3,48,388"
"370","Quality Power Electrical Equipments Ltd","QPOWER","P&F | F.A","-1.07%","318.5","1,36,448"
"263","Archean Chemical Industries Ltd","ACI","P&F | F.A","-1.08%","517.9","8,26,021"
"483","Motilal Oswal NASDAQ 100 ETF","MON100","P&F | F.A","-1.08%","181.45","8,02,957"
"746","Asian Granito India Limited","ASIANTILES","P&F | F.A","-1.08%","43.13","22,12,160"
"64","Acc Limited","ACC","P&F | F.A","-1.09%","1942.65","5,55,880"
"134","KFin Technologies Ltd","KFINTECH","P&F | F.A","-1.1%","1029.6","5,26,816"
"45","Mphasis Limited","MPHASIS","P&F | F.A","-1.11%","2500.2","3,90,216"
"357","Biocon Limited","BIOCON","P&F | F.A","-1.11%","341.7","23,40,187"
"875","Patel Integrated Logistics Limited","PATINTLOG","P&F | F.A","-1.11%","13.36","4,77,587"
"46","Mankind Pharma Ltd","MANKIND","P&F | F.A","-1.12%","2424.75","4,79,815"
"154","Premier Energies Ltd","PREMIERENE","P&F | F.A","-1.12%","937.95","10,75,416"
"486","Godawari Power And Ispat Limited","GPIL","P&F | F.A","-1.12%","180.12","14,83,626"
"156","Pg Electroplast Limited","PGEL","P&F | F.A","-1.13%","916.6","17,18,645"
"635","SBFC Finance Ltd","SBFC","P&F | F.A","-1.13%","88.24","7,76,633"
"456","Star Cement Ltd","STARCEMENT","P&F | F.A","-1.14%","215.02","3,50,089"
"118","Adani Ports And Special Economic Zone Limited","ADANIPORTS","P&F | F.A","-1.15%","1182.95","16,70,913"
"204","Dlf Limited","DLF","P&F | F.A","-1.16%","680.5","27,97,361"
"361","Usha Martin Limited","USHAMART","P&F | F.A","-1.16%","337.35","2,64,868"
"362","Premier Explosives Limited","PREMEXPLN","P&F | F.A","-1.16%","336.65","4,81,895"
"22","Kaynes Technology India Ltd","KAYNES","P&F | F.A","-1.17%","4747.35","3,88,015"
"152","Adani Green Energy Ltd","ADANIGREEN","P&F | F.A","-1.17%","948.65","40,83,088"
"576","Renaissance Global Ltd","RGL","P&F | F.A","-1.17%","123.56","2,85,785"
"542","Bandhan Bank Ltd","BANDHANBNK","P&F | F.A","-1.18%","146.28","91,99,096"
"734","Shipping Corporation of India Land & Assets Ltd","SCILAL","P&F | F.A","-1.18%","46.23","14,22,918"
"450","Hindustan Copper Limited","HINDCOPPER","P&F | F.A","-1.19%","220.79","1,03,75,701"
"6","Bajaj Auto Limited","BAJAJ-AUTO","P&F | F.A","-1.2%","7878.85","3,92,400"
"99","Cochin Shipyard","COCHINSHIP","P&F | F.A","-1.2%","1407.9","10,19,725"
"323","Aarti Industries Limited","AARTIIND","P&F | F.A","-1.2%","390.75","14,88,982"
"222","Balu Forge Industries Ltd","BALUFORGE","P&F | F.A","-1.21%","639.5","7,16,064"
"364","Indus Towers Ltd (Bharti Infratel)","INDUSTOWER","P&F | F.A","-1.21%","334.3","58,74,129"
"678","Tamilnadu Petroproducts Limited","TNPETRO","P&F | F.A","-1.21%","69.18","3,10,690"
"95","Va Tech Wabag Limited","WABAG","P&F | F.A","-1.22%","1454.65","3,58,406"
"829","Pvp Ventures Limited","PVP","P&F | F.A","-1.22%","21.85","4,69,963"
"890","Dpsc Limited","DPSCLTD","P&F | F.A","-1.22%","11.32","4,46,293"
"29","Tata Consultancy Services Limited","TCS","P&F | F.A","-1.23%","3606.15","20,51,919"
"308","Himadri Speciality Chemical Limited","HSCL","P&F | F.A","-1.23%","424.35","5,91,009"
"832","ICICI Prudential Nifty Auto ETF","AUTOIETF","P&F | F.A","-1.23%","21.71","19,28,306"
"112","Cyient Limited","CYIENT","P&F | F.A","-1.24%","1264.9","3,60,331"
"269","Dabur India Limited","DABUR","P&F | F.A","-1.24%","506.5","17,59,182"
"857","Sindhu Trade Links Ltd","SINDHUTRAD","P&F | F.A","-1.24%","15.99","12,65,911"
"195","KSB Ltd","KSB","P&F | F.A","-1.25%","713.8","4,05,062"
"140","Techno Electric & Engineering Company Ltd","TECHNOE","P&F | F.A","-1.26%","1003.2","2,02,816"
"201","Container Corporation Of India Limited","CONCOR","P&F | F.A","-1.26%","691.6","17,91,691"
"689","Akme Fintrade (India) Ltd","AFIL","P&F | F.A","-1.26%","65.19","3,33,910"
"575","Hemisphere Properties India Ltd","HEMIPROP","P&F | F.A","-1.27%","123.72","15,65,622"
"48","Waaree Energies Ltd","WAAREEENER","P&F | F.A","-1.28%","2404.65","8,49,165"
"28","Hero Motocorp Limited","HEROMOTOCO","P&F | F.A","-1.3%","3722.95","5,09,889"
"345","Black Box Ltd","BBOX","P&F | F.A","-1.3%","360.25","2,05,028"
"438","Honasa Consumer Ltd","HONASA","P&F | F.A","-1.3%","231.86","7,44,684"
"19","Polycab India Ltd","POLYCAB","P&F | F.A","-1.32%","5147.95","4,49,930"
"291","Sona BLW Precision Forgings Ltd","SONACOMS","P&F | F.A","-1.32%","461.2","27,07,951"
"762","Mirae Asset Nifty IT ETF","ITETF","P&F | F.A","-1.32%","38.01","3,01,258"
"220","Fertilizers And Chemicals Travancore Limited","FACT","P&F | F.A","-1.33%","639.6","8,35,138"
"558","Rain Industries Limited","RAIN","P&F | F.A","-1.33%","134.8","12,21,754"
"738","Snowman Logistics Limited","SNOWMAN","P&F | F.A","-1.34%","44.76","9,20,804"
"145","Newgen Software Technologies Ltd","NEWGEN","P&F | F.A","-1.35%","996.3","2,75,100"
"530","Arkade Developers Ltd","ARKADE","P&F | F.A","-1.36%","151.11","6,70,565"
"379","Aptus Value Housing Finance India Ltd","APTUS","P&F | F.A","-1.37%","294.75","2,98,763"
"563","Sai Silks (Kalamandir) Ltd","KALAMANDIR","P&F | F.A","-1.37%","131.74","3,08,670"
"805","Mirae Asset Nifty EV and New Age Automotive ETF","EVINDIA","P&F | F.A","-1.37%","26.54","5,17,380"
